d1,d2,d3,diem,Toán_TB,Văn_TB,KH_TB
27,34,15,77,8.97,7.46,8.19
18,27,17,60,6.87,6.64,7.69
28,23,19,71,8.32,6.5,8.21
25,33,22,81,8.32,6.96,7.84
28,27,20,72,8.13,6.57,8.09
38,33,28,96,9.81,8.11,8.68
18,26,14,63,7.86,6.53,6.48
20,30,32,82,6.68,7.34,8.08
27,26,22,76,7.82,6.33,8.04
20,32,28,79,7.85,7.38,7.76
20,25,17,59,8.95,8.31,8.68
14,24,20,56,7.67,6.7,7.26
40,34,38,110,9.71,7.88,9.22
16,32,27,72,9.01,6.57,8.34
31,26,33,89,8.99,7.66,8.2
27,37,25,90,8.8,7.83,9.37
28,28,17,74,9.56,9.07,9.07
33,25,24,85,8.87,7.95,8.62
24,36,17,78,8.57,6.11,8.12
22,32,17,69,7.95,6.98,6.92
19,34,20,74,8.63,7.58,9.24
22,19,12,52,9.18,8.29,8.58
25,38,26,89,9.04,7.95,8.66
23,28,19,72,8.51,6.73,7.49
36,35,27,93,9.2,7.3,7.75
25,33,24,88,8.69,8.05,8.77
21,29,17,65,8.7,7.14,8.05
29,29,30,90,9.14,7.56,8.06
26,26,16,69,8.6,7.45,8.44
20,35,23,78,8.15,8.04,8.11
31,38,28,97,9.13,7.08,8.87
27,29,22,76,9.5,7.72,7.65
30,30,23,78,9.53,6.68,8.19
17,36,20,74,8.11,7.33,7.46
16,29,16,59,7.58,6.28,7.01
24,28,13,66,8.71,7.64,8.6
15,32,21,69,7.66,5.66,7.76
22,31,15,66,8.13,7.93,8.17
14,29,16,60,7.88,5.78,7.24
33,31,28,89,9.43,7.88,8.54
18,34,24,79,8.71,7.52,7.83
20,31,23,73,9.24,8.31,8.59
13,26,21,64,8.37,6.72,8.71
17,29,21,69,8.07,7.36,8.61
6,34,15,55,6.58,6.79,7.71
39,35,34,109,9.52,7.87,9.07
25,30,26,84,8.84,7.2,8.83
22,29,20,76,9.59,7.06,7.92
18,30,22,72,8.38,7.18,7.79
19,25,22,71,7.55,6.63,7.23
15,32,16,59,7.93,7.44,7.6
27,33,23,85,8.91,7.91,8.53
25,44,24,90,9.06,8.94,7.92
27,36,18,82,8.51,6.63,7.63
21,25,13,64,8.15,7.27,8.4
29,37,23,90,9.43,8.39,8.55
23,23,17,68,8.79,8.32,8.39
24,31,21,76,8.63,7.21,7.79
23,39,33,92,9.26,7.73,9.38
9,30,11,50,6.94,6.61,7.84
18,22,18,56,8.6,7.71,8.53
31,36,22,90,9.14,8,9.08
37,37,23,97,9.35,7.55,8.9
29,30,20,78,8.98,6.35,8.08
14,27,15,56,6.99,6.37,7.19
34,34,24,96,9.18,7.28,8.59
32,31,28,95,8.83,7.22,8.79
25,39,34,96,8.93,8.73,8.84
30,34,33,96,8.84,7.43,8.64
18,22,20,61,8.12,7.24,8.26
25,24,16,62,8.03,7.63,8.25
32,29,20,82,9.02,6.81,8.33
12,35,33,80,7.29,7.15,8.11
18,28,24,71,8.52,7.7,9.04
34,27,17,80,8.16,6.87,8.04
13,20,17,51,7.5,6.77,7.74
21,29,19,67,7.89,6.69,7.49
18,21,21,58,7.88,7.76,8.73
24,30,22,78,8.83,6.86,9.11
27,35,25,89,8.47,7.36,7.96
33,30,19,86,9.06,7.62,8.67
30,35,18,81,8.8,7.98,8.14
19,37,27,83,7.25,6.8,7.87
25,24,25,77,7.24,6.78,6.76
27,35,23,85,9.01,8.21,8.15
34,34,25,94,8.9,7.57,8.7
33,36,20,92,9.73,7.84,9.37
28,27,21,77,9.08,7.4,7.95
40,36,31,109,10,7.87,9.03
23,35,17,80,8.63,6.78,8.15
13,20,12,48,8.19,6.4,6.72
29,40,22,90,8.98,8.76,8.36
24,33,22,77,9.1,8.18,8.65
24,37,12,73,7.99,7.65,8.05
23,29,17,68,8.22,7.38,7.77
25,39,25,90,8.59,8.31,8.44
28,29,16,74,8.9,7.08,7.69
28,26,24,81,9.4,7.49,8.37
21,33,23,77,8.56,7.72,8.31
32,33,22,84,8.61,8.33,8.08
32,34,19,87,8.32,8.44,8.87
24,37,25,85,9.35,8.21,8.75
28,23,30,83,8.64,7.08,7.83
30,30,31,91,9.4,7.26,8.73
31,34,19,87,9.58,7.39,7.94
35,29,25,85,9.44,6.98,8.95
16,28,21,60,7.51,8.34,7.74
17,33,16,66,9.07,8.47,7.21
43,35,23,100,9.31,7.62,8.51
36,27,15,81,8.84,6.88,7.99
23,32,14,69,8.87,6.91,8.01
33,33,23,87,9.18,7.05,9.14
14,22,21,60,8.75,7.41,8.66
33,28,35,90,8.99,7.68,8.58
19,26,21,68,7.11,6.69,6.89
37,20,34,93,9.58,7.2,8.27
10,22,14,48,8.57,8.78,8.99
31,27,27,85,9.69,7.57,9.01
12,29,16,60,7.51,7.48,8.75
12,21,14,48,7.63,5.98,6.6
25,32,14,65,7.81,7.82,6.88
36,35,23,94,9.55,8.21,8.69
34,27,28,90,9.71,7.54,8.12
21,36,10,61,7.87,7.16,8.25
23,30,29,86,8.71,7.04,8.28
24,37,27,88,8.81,7.69,8.88
20,23,19,62,6.83,7.17,7.57
25,35,30,89,8.89,7.75,8.04
15,29,12,54,8.82,7.34,8.33
20,26,19,68,8.84,7.49,7.66
27,33,37,97,9.07,7.21,8.2
15,29,20,63,8.23,7,8.64
20,25,21,68,8.35,7.1,7.44
35,35,32,98,8.79,6.19,8.51
23,28,19,70,7.62,7.18,7.93
27,25,29,82,8.97,6.82,8.12
24,37,17,79,8.57,7.04,8.13
18,28,20,67,8.8,8.06,7.83
23,29,14,68,9.21,8.1,8.48
19,32,20,74,8.26,8.3,8.63
34,38,33,102,9.57,6.48,8.95
33,36,24,93,9.4,7.53,8.71
24,35,30,89,8.8,8.19,8.29
14,32,17,59,6.38,7.45,8.47
19,28,21,68,8.35,7.62,7.38
21,23,16,60,8.35,7.71,7.97
31,37,19,86,8.93,8.03,8.88
18,13,18,47,6.15,6.45,6.41
14,33,18,64,7.66,6.74,8.31
21,30,26,74,8.5,7.58,7.42
26,25,27,77,9.68,7.86,8.45
25,35,25,87,7.61,7.33,8.06
16,32,14,61,7.62,7.61,7.93
36,40,19,94,9.3,8.08,8.28
29,30,22,79,9.09,7.49,8.03
21,27,18,68,8.02,6.68,7.49
11,27,17,60,7.35,6.67,7.32
26,34,12,75,9.48,8.57,9.32
30,38,28,93,8.28,7.39,7.99
13,29,18,62,7.2,7.92,6.59
18,32,15,62,8.36,7.45,8.14
23,30,11,65,8.47,7.59,7.57
11,27,14,50,6.78,7.45,6.55
28,29,29,79,8.81,6.52,8.14
36,34,25,94,9.52,7.51,8.72
23,34,27,83,8.09,5.77,8.36
15,30,18,65,7.7,6.3,7.56
30,36,37,105,8.83,7.63,9.66
13,32,15,57,7.83,7.05,7.92
30,33,25,85,9.71,7.25,8.66
29,36,24,89,9.18,7.64,8.13
30,28,24,82,9.46,7.74,9.29
26,36,29,89,8.72,7.99,8.25
20,23,16,58,8.09,6.57,7.47
33,36,38,103,9.67,7.65,9.01
16,31,18,61,6.41,6.63,7.58
23,36,18,78,8.41,7.01,7.87
24,36,23,86,9.29,6.81,8.5
29,35,18,81,8.08,7.41,8.54
25,31,23,80,9.79,8.01,8
25,28,16,71,9.08,8.64,8.1
18,27,20,65,7.57,6.39,6.87
31,36,29,99,9.27,7.37,8.24
33,30,24,87,9.55,8.33,9.42
17,26,17,55,7.41,6.4,6.75
12,28,12,50,6.64,6.61,7.89
20,31,18,65,8.86,8.42,8.64
20,31,22,69,7.53,7.5,7.91
36,28,26,91,8.74,6.49,7.39
40,32,35,106,9.35,8.72,9.19
34,35,21,82,9.09,8.33,8.93
18,29,19,71,9.02,7.32,8.85
14,33,17,69,7.96,7.28,7.84
17,29,29,80,6.66,7.54,8.46
30,34,24,86,8.93,8.36,8.22
24,37,28,87,8.97,7.96,9
26,24,22,74,8.05,7.04,8.12
31,29,20,82,9.45,8.59,8.72
24,36,23,83,8.51,8.35,7.71
41,32,25,95,9.17,5.94,7.36
26,28,25,79,8.71,7.04,8.46
14,18,12,45,7.42,6.1,6.81
37,34,25,93,9.28,7.41,8.42
29,33,23,87,8.49,6.69,8.16
31,34,19,86,9.07,7.54,8.68
23,36,24,87,8.57,7.61,8.89
20,19,27,68,8.5,6.77,7.12
12,28,15,58,8.53,7.42,8.13
25,23,17,64,8.81,7.75,7.71
25,28,24,78,9.27,8.97,8.66
17,29,24,72,7.84,6,7.89
34,33,29,94,8.6,6.98,7.4
18,27,19,65,8.7,7.75,7.37
26,34,25,87,8.88,7.56,9.31
23,35,29,88,9.34,8.22,8.71
15,25,17,60,8.56,7.69,8.38
19,33,21,73,8.73,6.96,8
11,32,15,56,7.12,8.06,7.77
20,37,12,69,8.85,7.97,8.79
24,39,21,85,9.09,8.26,8.67
28,33,24,78,8.46,6.78,8.58
23,42,26,89,9.5,8.15,8.96
27,35,20,87,9.58,7.56,7.78
39,38,33,107,9.45,7.86,8.43
17,35,18,66,8.16,7.52,7.74
23,32,24,80,9.29,6.92,8.64
13,24,10,47,8.17,7.6,8.36
31,24,28,83,8.94,7.47,8.26
23,28,23,80,8.7,6.91,8.27
15,24,25,63,7.47,6.36,7.74
26,36,23,81,8.36,7.27,8.06
29,34,20,83,8.62,8.65,8.81
38,26,29,92,8.86,7.28,8.48
32,30,22,91,9.24,7.71,9.33
31,34,20,88,9.78,7.9,8.53
37,26,26,89,9.82,6.95,9.04
15,35,13,64,7.73,7.22,7.39
25,32,20,74,7.4,6.65,7.04
22,24,16,62,8.8,7.75,8.37
16,35,24,69,8.47,7.83,8.14
12,34,14,62,8.92,7.91,8.27
21,33,23,78,9.13,7.63,8.1
24,31,22,75,8.7,7.52,8.75
37,28,22,84,9.03,7.23,8.04
10,31,20,62,7.86,7.28,7.31
18,21,28,68,8.55,6.76,7.73
26,34,25,86,9.09,7.58,8.8
28,33,17,80,9.14,7.68,9.12
12,21,12,47,7.53,6.08,7.3
15,32,21,69,9.12,7.37,8.14
25,31,30,85,9.06,8.09,8.38
17,23,18,57,7.75,6.88,7.37
24,36,20,81,9.18,7.72,8.06
35,43,32,113,9.38,7.45,9.15
25,21,20,67,9.41,7.16,8.15
23,34,24,85,9.29,7.95,8.39
28,32,28,83,8.47,7.38,8.35
17,25,20,67,8.44,7.34,8.36
21,35,25,79,8.97,8.54,8.86
17,27,20,63,8.03,5.77,7.27
15,30,17,63,8.16,7.91,7.6
21,29,31,80,6.99,6.9,8.19
19,30,20,61,7.76,5.91,7.53
30,37,22,90,9.16,7.6,8.76
15,23,23,64,8.58,7.03,7.63
24,28,17,65,8.62,7.05,7.83
13,29,20,67,8.2,7.08,7.87
23,39,21,84,8.3,8.05,7.67
35,35,27,93,9.48,7.81,8.69
16,36,20,70,8.16,7.34,8.31
29,39,22,87,9.13,8.56,8.7
33,33,27,93,9.11,7.15,8.41
33,27,19,85,9.18,6.79,7.41
12,31,15,60,7.11,7.01,7.11
35,31,30,96,9.14,7.84,9.48
27,30,26,81,7.5,8.6,7.57
28,31,23,84,10,6.93,8.14
27,41,21,90,9.16,8.99,8.97
18,28,20,68,8.32,7.46,8.96
17,28,15,59,7.95,7.36,7.71
25,28,15,74,7.5,7.24,8.6
25,28,25,82,8.88,6.17,8.38
34,37,22,87,9.03,7.45,8.61
37,37,22,96,9.47,8.55,8.79
21,34,27,89,8.65,8.48,8.44
22,29,23,74,8.1,7.04,7.62
30,27,16,71,8.9,7.37,8.53
20,33,20,68,8.28,8.07,8.52
34,26,31,92,8.45,7.29,8.51
15,35,25,74,8.31,6.69,7.87
39,40,30,113,9.48,7.59,9.02
23,37,22,76,9.98,7.76,8.11
38,29,24,96,9.32,5.88,7.07
27,28,19,74,7.16,5.75,7.08
31,33,20,84,9.25,8.44,9.84
34,35,22,89,9.38,7.6,9.12
27,38,23,89,9.3,7.76,8.92
19,26,24,71,7.37,6.7,7.47
32,34,24,85,9.16,7.31,8.57
29,29,26,84,9.63,9.04,8.68
26,31,12,68,8.82,6.88,8.41
28,38,21,88,9.09,6.68,8.54
13,37,26,77,7.35,7.44,6.99
16,28,19,64,7.91,7.06,8.66
25,38,31,95,9.1,7.07,8.46
20,27,16,64,7.77,7.61,8
15,25,16,56,8.84,6.75,7.72
19,37,23,75,7.49,7.56,8.08
36,22,21,79,9.35,7.62,8.61
23,40,17,79,8.93,7.36,9.36
36,35,34,104,9.32,7.58,8.61
23,29,14,65,8.5,8.27,7.66
35,31,20,83,8.82,7.74,8.03
33,41,28,107,9.14,7.6,8.87
23,23,18,68,8.46,7.85,7.97
21,30,22,72,8.84,7.81,8.05
26,35,19,78,8.86,6.88,8.5
24,37,19,86,8.64,8.61,9.07
17,32,16,67,8.35,7.41,7.03
32,29,20,83,8.88,6.93,8.17
18,28,16,63,6.79,6.69,7.5
32,32,27,88,8.44,7.06,8.07
32,34,25,90,8.88,6.57,8.07
30,37,20,89,8.79,6.92,7.86
16,33,17,61,6.58,8.17,7.44
31,28,25,84,9.34,6.99,9.21
33,32,27,91,8.14,6.36,6.7
26,27,21,75,7.53,6.54,7.57
18,35,23,76,8.42,7.95,8.09
16,25,18,56,7.12,8.18,7.23
24,36,24,84,8.91,7.6,7.62
19,37,23,78,8.57,8.75,7.88
15,34,18,73,8.62,6.87,8.38
32,37,16,80,9.12,7.65,8.13
38,33,19,94,9.08,7.49,8.69
36,32,25,92,9.21,7.23,8.42
22,28,17,69,8.09,7.26,8.14
35,32,36,109,9.79,7.56,9.32
30,28,28,90,8.96,7.25,8.13
34,25,19,81,9.25,7.38,8.56
11,32,22,62,7.26,7.22,8.03
20,38,21,74,8.7,8.76,8.93
18,32,24,75,6.88,7.74,7.45
27,33,33,96,9.05,7.42,9.05
12,32,19,66,8.43,8.47,8.18
21,37,13,70,8.76,7.44,7.77
31,34,23,87,9.15,7.3,8.72
23,34,26,85,8.89,8.19,9.12
8,22,15,48,7.53,7.43,7.9
24,38,16,82,8.53,7.75,8.42
34,35,18,84,8.85,7.01,8.2
23,32,19,69,8.92,7.8,9.01
34,36,39,108,9.88,7.37,8.76
25,28,24,80,9.42,7.48,8.89
36,33,30,101,9.06,8.18,8.33
22,30,22,73,8.85,7.49,8.51
22,35,19,78,8.37,7.36,7.79
30,25,15,71,9.41,7.51,8.91
19,32,29,80,8.23,8.38,8.27
21,32,24,76,8.6,9.65,8.68
22,28,18,71,9.08,7.11,8.58
34,30,20,80,8.75,6.55,8.41
12,31,12,56,8.72,6.91,7.79
34,31,31,93,9.43,6.92,8.38
25,35,28,92,9.84,8.05,8.72
33,32,22,90,8.48,6.71,8.4
29,35,22,92,9.1,6.49,8.19
22,29,19,67,8.33,8.03,8.65
25,29,25,79,8.46,6.81,8.31
20,28,23,70,8.13,7.85,8.03
21,34,24,82,8.97,8.37,8.54
22,36,21,78,8.02,8.14,8.04
37,35,26,96,9.4,7.81,9.11
17,30,17,66,8.86,6.66,7.73
31,39,19,85,9.3,8.42,8.34
21,35,18,74,7.88,7.84,7.88
28,25,15,71,9.26,7.48,8.06
23,26,11,61,8.74,6.92,8.33
34,30,22,85,9.31,7.54,8.21
17,29,18,63,8.72,6.64,7.64
32,30,30,94,9.41,7.04,8.76
39,38,26,102,9.4,7.98,9.09
24,24,24,74,6.88,6.93,6.78
24,32,25,77,8.67,7.14,7.67
33,33,23,90,9.63,8,8.11
24,39,21,82,8.52,7.39,7.4
27,40,25,92,9.67,8.12,9.29
31,32,26,88,8.82,8.07,8.39
14,30,24,67,7.33,8.56,8.62
38,30,29,99,9.44,8,9.36
10,27,17,57,9.13,8.04,9.04
28,33,18,75,9.75,7.56,7.71
15,30,17,64,7.94,7.86,7.68
25,38,28,88,9.51,7.24,8.64
13,32,14,57,7.76,8,7.97
19,35,17,64,8.47,6.86,8.2
35,32,31,101,8.88,8.05,8.76
27,34,15,79,8.05,7.93,8.18
30,36,19,87,8.81,7.07,9.05
31,31,21,83,9.41,7.21,8.76
35,30,26,93,8.59,7.42,8.19
28,34,19,76,9.16,7.4,8.03
20,28,19,73,9.66,8.13,8.93
15,31,12,57,7.68,8,7.73
33,27,20,82,8.97,6.28,7.63
23,27,18,68,7.73,7.61,7.94
32,35,34,105,8.72,7.21,8.65
22,27,9,58,8.89,7.04,7.85
24,35,17,81,7.39,8.08,8.03
16,23,19,58,8.99,6.91,8.15
15,28,20,65,7.35,7.51,7.84
18,28,16,66,8.09,7.73,8.01
21,33,17,75,8.52,7.7,8.77
14,27,14,59,7.28,7.13,8.43
29,33,27,86,8.87,8.1,8.26
22,27,15,65,8.54,6.83,8.61
15,30,21,68,8.67,6.76,8.51
20,25,10,55,8.42,6.77,8.74
16,28,24,71,9.08,7.29,7.87
20,30,16,63,8.47,7.74,8.09
20,31,20,69,8.44,7.82,8.26
32,38,29,93,9.06,7.37,9.09
36,32,31,94,9.66,8.05,9.25
40,30,28,96,9.08,7.85,9.12
17,28,20,65,7.21,6.89,7.18
26,39,18,79,8.93,8.05,9.22
16,31,23,71,8.31,6.34,7.77
20,27,17,70,9.09,7.08,8.36
30,32,19,81,8.7,7.11,8.66
28,20,23,75,7.31,6.5,7.93
15,30,15,63,8.4,8.49,8.11
17,35,16,71,7.75,7.76,8.41
22,28,14,63,8.41,6.69,7.87
30,33,22,84,8.6,8.09,8.79
18,35,23,77,8.67,6.82,8.74
21,30,18,70,8.31,7.32,8.25
27,24,27,77,9.22,7.05,8.22
25,29,18,71,7.92,6.02,7.32
17,33,25,77,7.27,7.97,6.89
38,32,20,91,9.49,7.42,8.37
31,33,25,87,9.19,8.22,7.89
19,30,26,74,9.3,8.4,8.32
37,34,17,86,8.66,5.89,7.49
26,35,25,84,8.98,7.96,7.75
29,34,18,81,8.78,8.5,8.31
20,31,22,76,8.66,7.66,8.25
15,31,14,63,7.05,6.82,7.03
13,30,26,70,6.33,6.92,7.09
17,39,22,78,8.78,7.51,8.85
27,30,23,80,9.26,6.89,7.98
30,29,20,79,8.47,6.78,8.15
23,33,20,74,8.6,8.33,8.31
21,24,23,70,7.28,6.99,7.55
21,28,17,70,8.56,6.91,8.6
23,25,23,74,9.05,8.46,8.99
26,36,17,81,9.35,8.44,9.06
43,33,37,111,9.88,7.67,9.36
12,29,24,68,6.82,7.98,7.86
23,39,20,85,8.91,7.79,8.14
14,23,20,58,8.52,6.82,8.32
26,32,29,86,7.77,6.55,8.2
30,26,21,81,9.23,8.15,8.63
7,30,16,53,6.62,6.71,6.51
28,31,22,79,9.08,7.65,7.61
19,33,22,79,8.18,7.11,7.34
27,39,31,101,9.3,7.44,9.2
22,28,19,69,9.36,7.74,8.09
28,32,24,81,7.81,7.45,8.61
18,38,26,83,6.36,7.33,8.34
28,27,31,84,8.42,7.41,8.32
28,42,19,90,8.95,8.97,8.9
39,32,23,91,9.54,7.66,8.64
16,22,19,57,7.54,7.28,6.87
28,38,23,93,8.9,9.16,9.08
6,37,19,64,7.35,7.01,8.12
18,24,11,58,8.7,7.08,8.62
8,36,18,65,6.92,7.04,7.62
21,30,19,67,8.95,7.44,8.38
14,28,16,64,8.74,7.41,8.38
12,40,20,70,7.51,8.61,8.6
9,25,12,47,6.22,6.95,7.65
23,29,18,67,7.95,7.91,7.86
28,38,19,80,8.21,7.57,8.39
29,34,34,94,9.69,8.55,9.15
39,28,27,95,9.03,6.6,8.58
28,35,20,86,9.24,7.14,8.69
26,27,23,76,8.25,8.16,8.5
32,33,27,90,8.88,7.1,8.38
35,32,23,89,8.76,6.29,8.22
16,33,28,79,7.79,8.44,8.16
33,36,32,104,8.87,7.59,9.22
17,38,20,75,8.52,8.83,9.33
44,28,28,95,8.68,6.86,7.63
25,33,29,81,8.46,7.41,8.67
30,37,37,105,8.63,7.54,9.03
32,25,23,79,9.25,7.66,8.83
22,33,25,82,9.36,8.2,8.58
21,29,14,65,8.48,6.44,7.74
28,35,28,90,9.13,8.57,9.19
29,34,23,85,9.18,6.9,8.17
32,31,24,81,9.53,7.93,9.24
39,32,35,102,9.17,6.68,7.65
24,30,20,79,9.01,7.86,7.92
23,31,16,69,8.45,6.37,8.31
20,34,33,88,8.59,6.77,7.63
26,32,19,78,8.63,6.58,7.95
36,24,22,79,8.56,6.75,8.33
23,22,21,70,7.89,8.45,7.89
14,26,11,57,7.58,7.55,8.14
30,34,13,77,8.73,7.55,8.47
31,36,14,81,8.86,6.74,7.76
30,33,24,90,9.4,7.64,8.33
29,39,18,91,9.26,8.78,8.18
23,26,15,64,8.95,7.9,7.71
29,42,22,92,8.96,8.63,8.35
20,24,18,61,7.19,6.1,7.05
36,33,24,91,8.7,6.31,7.82
24,33,27,84,9.32,7.35,9.06
17,32,15,63,8.38,7.56,8.81
14,31,21,68,8.48,7.3,8.29
34,36,21,89,9.47,7.38,8.68
20,26,14,59,7.67,6.02,6.77
19,31,28,80,8.7,8.05,8.16
16,31,16,61,8.66,7.44,8.54
13,39,24,75,7.18,7.82,7.94
31,30,21,82,9.81,7.54,7.8
23,25,21,67,7.59,6.84,8.02
24,32,27,82,8.58,7.26,8.35
18,33,19,70,8.89,7.49,8.35
12,28,18,55,7.26,7.64,7.33
33,37,15,84,8.96,6.6,8.62
20,28,26,70,8.86,7.59,8.57
34,33,22,84,9.42,8.7,9.71
13,29,19,64,7.47,6.7,7.79
13,27,11,50,7.11,6.88,7.9
20,30,16,66,8.39,5.79,8.51
42,31,26,100,9.02,7.5,8.83
34,34,18,82,9.16,7.04,8.38
32,31,20,80,8.46,7.38,8.98
15,28,17,62,7.29,7.68,6.48
24,29,16,70,8.42,7.73,7.95
22,31,24,84,8.7,6.77,7.82
28,41,18,93,9.29,8.53,8.56
36,30,26,91,8.88,7.26,8.36
33,31,15,81,9.09,6.73,7.12
21,25,12,58,8.87,8.43,8.49
21,30,20,72,9.1,8.22,8.5
35,31,29,93,9.27,7.41,9.27
36,37,40,108,8.72,6.72,8.29
37,32,31,98,9.59,7.12,8.44
28,41,24,93,9.35,8.44,8.31
35,31,23,88,8.98,7.05,9.26
24,41,23,86,8.6,8.53,8.62
23,38,22,84,9.23,8.12,8.48
22,32,24,83,8.98,7.37,8.66
32,33,16,85,9.27,7.53,8.96
34,34,17,83,9.6,7.79,8.59
18,26,15,60,8.77,7.21,8.12
30,33,21,85,9.01,6.98,8.11
17,31,24,70,9.11,8.41,8.59
16,30,15,59,7.81,7.3,7.95
33,30,19,80,8.38,6.83,8.01
22,34,30,88,8.33,8.43,8.48
26,28,29,83,8.61,6.63,8.13
11,33,16,59,7.88,7.63,7.49
34,38,24,97,9.09,7.6,8.67
27,33,37,95,9.24,7.47,8.93
23,28,27,76,6.77,6.94,6.78
16,19,15,52,8.47,7.65,7.97
21,27,21,76,9.11,7.46,8.5
44,39,34,113,9.03,7.79,8.67
23,25,16,65,8.93,8.03,8.67
24,27,23,76,7.57,7.87,7.76
41,29,31,98,9.88,7.59,8.17
24,30,18,77,9.01,8.1,7.98
17,32,29,82,6.6,7.08,7.71
21,35,24,77,8.41,7.91,8.59
37,29,35,102,9.76,6.66,8.48
26,31,27,81,8.41,6.01,7.91
21,29,24,76,8.57,7.07,8.44
19,30,28,71,8.8,7.52,8.27
24,36,25,84,8.33,7.92,8.37
32,26,24,82,9.09,7.29,7.61
22,24,24,67,6.92,7.3,7.51
26,33,27,85,9.19,7.93,8.11
11,25,17,52,7.09,6.86,7.2
27,35,17,79,8.13,7.75,8.43
17,37,21,70,9.04,7.77,8.7
25,28,13,64,8.41,8.22,7.59
20,26,18,61,7.97,6.63,7.66
12,36,22,69,8.99,8.24,8.28
26,34,19,77,8.36,7.1,7.82
32,37,30,100,9.11,8.42,8.9
30,37,23,89,10,8.35,8.28
30,30,21,80,9.23,7.87,9.22
23,33,24,79,9.26,7.26,8.43
32,34,28,88,8.77,7.63,7.8
17,34,21,72,8.79,7.52,8.65
31,40,34,103,8.93,8.65,8.67
21,26,15,66,9.16,6.81,8.85
28,29,29,82,8.9,6.42,8.32
16,34,29,79,9.07,7.99,8.49
29,27,25,82,8.77,6.82,7.91
28,34,27,86,8.18,7.28,8.55
28,29,23,74,8.55,8.09,8.84
18,28,18,61,7.76,6.36,7.59
14,31,16,65,8.03,7.55,8.01
15,25,16,54,7.38,6.88,7.78
36,31,28,87,8.67,7.96,9.33
27,40,16,80,9.7,7.79,9.81
26,28,19,75,8.93,6.85,8.56
22,22,13,53,8.5,7.03,9.25
19,29,21,71,8.9,7.41,7.21
29,28,26,88,9.36,7.07,8.84
36,28,22,86,9.03,7.61,8.76
31,30,21,81,8.72,6.54,8.65
27,23,22,72,8.11,6.81,7.99
30,26,25,78,9.16,6.68,8.44
30,33,21,82,9.21,8.13,7.88
33,25,29,88,8.55,6.91,7.55
7,35,23,61,8.37,8.36,8.55
34,24,32,91,8.94,7.39,8
26,38,24,88,8.22,6.63,7.97
19,32,9,64,7.75,7.22,8.22
16,31,27,80,8.29,8.29,8.45
23,34,24,85,8.54,7.22,7.94
25,27,26,75,8.37,7.62,7.74
17,30,26,72,9.33,7.98,8.21
26,23,20,68,8.36,7.52,7.79
22,40,23,85,9.28,7.85,9
28,31,20,80,8.88,7.4,8.28
26,38,27,90,9.43,7.35,8.94
23,25,21,72,8.59,8.28,8.47
28,39,23,84,8.44,7.36,8.32
27,38,33,95,9.28,8.18,9.2
26,28,22,79,8.69,6.76,7.44
25,30,11,67,8.41,6.87,7.78
15,39,30,81,9.54,7.02,8.84
33,33,25,91,8.96,7.7,8.58
19,28,17,60,7.79,6.38,6.86
31,36,30,96,9,7.28,8.17
20,38,22,81,8.62,8.56,7.75
31,35,25,91,9.44,9.31,8.78
32,31,19,87,9.08,8.04,7.95
22,38,20,80,9.49,7.18,8.24
22,34,12,68,8.54,7.11,8.41
31,29,17,82,8.39,7.76,8.28
26,38,18,77,7.54,7.7,7.99
17,38,21,76,8.17,7.07,8.01
21,27,12,60,8.93,7.9,8.81
13,31,17,59,6.55,5.88,6.92
24,38,24,90,8.94,8.03,8.02
20,36,16,71,8.88,8.07,9.07
14,24,24,63,7.4,6.87,7.92
27,22,23,73,7.54,6.38,8.2
15,32,13,67,8.37,7.01,8.17
34,31,27,88,9.76,8.23,8.61
26,33,18,76,8.74,7.69,8.95
34,30,17,82,9.17,6.25,6.86
32,26,28,89,8.95,7.38,8.77
17,31,25,70,8.65,8.17,8.65
12,29,13,58,7.06,7.86,8.01
25,29,16,73,9.44,8.24,9.28
20,30,22,68,7.28,7.7,7.87
22,24,16,62,8.03,7.7,8.36
19,31,19,72,8.05,6.98,7.65
20,33,16,67,8.53,7.34,8.37
30,40,28,100,9.44,8.18,8.69
14,29,22,65,8.5,7.17,8.24
20,31,21,73,8.62,7.64,8.57
17,25,23,61,6.99,7.51,7.73
32,33,25,94,9.71,7.66,8.61
19,21,10,53,8.8,6.92,9.09
21,30,16,70,6.83,6.7,7.43
32,36,25,94,8.76,7.34,8.32
21,35,25,82,9.27,7.7,8.37
34,33,18,85,8.97,8.26,8.14
29,34,24,82,8.09,7.3,8.38
12,31,21,68,8.69,7.83,8
11,26,12,46,7.59,7.22,7.24
19,36,19,76,8.74,7.55,8.88
13,29,23,65,7.26,7.73,8.56
32,34,35,100,9.5,7.46,8.93
31,35,32,100,9.34,6.98,8.2
31,36,36,105,9,7.03,9.07
20,39,12,65,8.34,7.74,7.8
7,23,15,45,7.96,6.16,7.54
33,37,33,98,9.34,8.36,8.15
27,30,17,76,8.99,7.45,8.16
18,36,20,69,8.69,7.91,8.23
41,30,27,98,9.3,7.16,8.18
24,29,21,75,9.26,6.81,8.76
27,42,19,87,9.37,8.16,8.11
14,23,19,55,7.09,5.8,6.3
26,34,18,76,8.18,6.39,7.78
7,26,11,44,6.38,7.72,7.31
36,28,27,91,9.99,8.35,8.83
25,29,18,73,8.04,6.97,7.65
16,36,18,70,7.89,7.81,8.67
25,27,19,71,9,7.34,8.06
